ProbeID	logFC	AveExpr	t	P.Value	adj.P.Val	B	ENSEMBL_GENE_ID	GENE_NAME	SIGNIFICANT
Dr.12526.2.S1_at	0.797094753648067	7.2465627168868	12.5118664813186	3.52410577626318e-05	0.0304790638499746	3.04770523812354	ENSDARG00000028971	cpsf2	SIGNIFICANT
Dr.25673.2.S1_at	-0.630483289203985	9.55860885863944	-12.500689567117	3.54058786135088e-05	0.0304790638499746	3.04381194137193	ID_NOT_FOUND	GENE_NAME_NOT_FOUND	SIGNIFICANT
Dr.24599.1.S1_at	0.718475644548098	4.51808255179656	12.4323742204193	3.64333071977156e-05	0.0304790638499746	3.01990149801365	ENSDARG00000043046	fbxl5	SIGNIFICANT
Dr.6112.1.A1_at	-0.672485378089015	8.73797904862648	-11.8894062442086	4.598173974386e-05	0.030531787843248	2.8226779848315	ENSDARG00000008480	trmt61a	SIGNIFICANT
Dr.18076.1.A1_at	-0.569539158893264	8.13788945082534	-11.8360269673659	4.70712762372107e-05	0.030531787843248	2.80257634144	ENSDARG00000076334	mrpl43	SIGNIFICANT
Dr.12291.1.A1_at	-0.98802804549844	6.46418237966824	-11.8285331653826	4.72266603698076e-05	0.030531787843248	2.79974378717067	ID_NOT_FOUND	GENE_NAME_NOT_FOUND	SIGNIFICANT
Dr.16269.1.A1_at	-0.419611764214954	9.72397453744312	-11.7794542363778	4.82594084461337e-05	0.030531787843248	2.78112818586341	ENSDARG00000062361	PAXBP1	SIGNIFICANT
Dr.17792.2.A1_at	-0.998790296047017	10.242907566547	-11.6558544232873	5.09805897312336e-05	0.030531787843248	2.7337469130808	ENSDARG00000086269	ndst2a	SIGNIFICANT
Dr.2671.1.S1_at	0.463032454585427	7.43570080681774	11.6056380391112	5.21376158525409e-05	0.030531787843248	2.71428993431409	ENSDARG00000034600	tmem165	SIGNIFICANT
Dr.10453.1.S1_at	-1.24827053588124	5.83311733984944	-11.1631599209905	6.37927492989218e-05	0.0331575711198056	2.53751230965259	ENSDARG00000069552	atoh7	SIGNIFICANT
Dr.3746.1.A1_x_at	-0.412402401713664	5.9199517815949	-11.0864630403146	6.61129632227659e-05	0.0331575711198056	2.50586699134992	ID_NOT_FOUND	GENE_NAME_NOT_FOUND	SIGNIFICANT
Dr.9892.2.S1_at	1.18859427925273	6.60560570675545	11.0754842988814	6.64531695159139e-05	0.0331575711198056	2.50131219562454	ENSDARG00000077314	mblac1	SIGNIFICANT
Dr.1882.1.S1_at	0.481643654169034	9.0053230031571	10.9915157748125	6.91245628280968e-05	0.0331575711198056	2.4662673755892	ENSDARG00000024209	wasf2	SIGNIFICANT
Dr.8388.1.S1_at	-0.586675285747668	9.97705804623842	-10.9414706339304	7.07769192277271e-05	0.0331575711198056	2.44520399851591	ENSDARG00000007989	nedd8	SIGNIFICANT
Dr.10192.1.A1_at	-0.597852245059666	7.60183183959292	-10.6972931554697	7.95388330053827e-05	0.0342891677715071	2.34050137741349	ENSDARG00000043313	ank2b	SIGNIFICANT
Dr.18434.1.A1_at	-0.491883855009089	6.88060088024529	-10.6768591277799	8.03284402398093e-05	0.0342891677715071	2.33159150488631	ENSDARG00000109077	CABZ01078607.1	SIGNIFICANT
Dr.16197.1.A1_at	-0.870603939195587	4.20465408505627	-10.4877483846897	8.8091940360965e-05	0.0342891677715071	2.24802334830863	ID_NOT_FOUND	GENE_NAME_NOT_FOUND	SIGNIFICANT
Dr.8658.1.A1_at	-0.819372308859161	9.02403914500308	-10.41992833364	9.10892915460807e-05	0.0342891677715071	2.21755817982613	ENSDARG00000005576	mphosph8	SIGNIFICANT
Dr.6136.1.A1_at	-1.12551535097974	4.3761774397096	-10.4190732450918	9.11278429066841e-05	0.0342891677715071	2.21717237593542	ENSDARG00000098761	rgs2	SIGNIFICANT
Dr.26392.2.S1_at	0.568079113232921	7.56083469806101	10.3489257676644	9.43569212489994e-05	0.0342891677715071	2.18537814068279	ENSDARG00000027689	pold1	SIGNIFICANT
Dr.23612.1.A1_at	-0.646506463253699	6.48853066058221	-10.2613809539025	9.85778901485434e-05	0.0342891677715071	2.1452940863938	ENSDARG00000069185	celsr1a	SIGNIFICANT
Dr.12760.1.A1_at	-0.417438072870792	4.21493066991552	-10.1674239679815	0.000103357824479155	0.0342891677715071	2.10176750991164	ENSDARG00000022509	cox4i2	SIGNIFICANT
Dr.12070.1.A1_at	-0.541926183793958	7.90390195982937	-10.0536098434314	0.000109518460607907	0.0342891677715071	2.04832797821497	ID_NOT_FOUND	GENE_NAME_NOT_FOUND	SIGNIFICANT
Dr.18643.1.A1_at	-2.64088912440121	7.55387279408114	-10.0004246648141	0.000112545031031923	0.0342891677715071	2.02308374005967	ID_NOT_FOUND	GENE_NAME_NOT_FOUND	SIGNIFICANT
Dr.4041.1.A1_at	-0.584583090754119	8.88993302380252	-9.9959402824391	0.000112804693798776	0.0342891677715071	2.02094724146901	ENSDARG00000030213	sap30l	SIGNIFICANT
Dr.14140.1.S1_at	-0.389438081596047	9.47880351567056	-9.99366153576283	0.000112936912171279	0.0342891677715071	2.01986109795249	ENSDARG00000095451	si:ch211-196l7.4	SIGNIFICANT
Dr.11692.1.S1_at	0.681743959023943	6.48849108009062	9.98887107057308	0.00011321546201981	0.0342891677715071	2.01757671591075	ENSDARG00000017105	vaspb	SIGNIFICANT
Dr.7935.1.S1_at	0.395453204454274	6.53797658808414	9.96975478847573	0.000114335096691313	0.0342891677715071	2.00844671664518	ENSDARG00000009745	fbxw2	SIGNIFICANT
Dr.17144.1.A1_at	0.536851318571254	6.57701341888351	9.84214965466348	0.000122152104373769	0.0342891677715071	1.94691520021532	ID_NOT_FOUND	GENE_NAME_NOT_FOUND	SIGNIFICANT
Dr.10389.1.A1_at	-0.907501755875268	5.10281879348693	-9.80769250706737	0.000124369725426105	0.0342891677715071	1.93012306153236	ENSDARG00000056656	tspan18a	SIGNIFICANT
Dr.11990.1.A1_at	-0.551359401017711	6.40047034602151	-9.75620815914797	0.000127772151083693	0.0342891677715071	1.90489121708897	ENSDARG00000005374	tubgcp4	SIGNIFICANT
Dr.5348.1.S1_at	0.613525074059742	9.39351608934239	9.75498310064821	0.000127854436139684	0.0342891677715071	1.9042887519437	ENSDARG00000020311	cnih1	SIGNIFICANT
Dr.12295.3.A1_at	0.439490158294995	7.51362819537697	9.7384927359421	0.000128968159033389	0.0342891677715071	1.8961695988622	ENSDARG00000063627	bop1	SIGNIFICANT
Dr.6958.1.S1_at	0.748395253443612	4.47922975156615	9.69747194225789	0.000131788514911143	0.0342891677715071	1.87589620342399	ENSDARG00000000442	slc39a13	SIGNIFICANT
Dr.5923.1.S1_at	-0.766585580830339	5.47863705371866	-9.65655979536771	0.00013467398544137	0.0342891677715071	1.85556720049199	ENSDARG00000069815	dnali1	SIGNIFICANT
Dr.25421.1.S1_at	0.648186839729253	4.93931174325333	9.58652206108218	0.000139788126369196	0.0346224785987967	1.820510311739	ENSDARG00000060917	anln	SIGNIFICANT
Dr.4371.2.S1_at	0.623569495273029	7.61599549657022	9.55300765385735	0.000142316012969321	0.0346224785987967	1.8036198499479	ENSDARG00000074431	ddb1	SIGNIFICANT
Dr.10545.1.S1_at	-0.672384673614237	7.48002871006479	-9.52008812771121	0.000144851558345376	0.0346224785987967	1.78695612593114	ENSDARG00000019438	rnf13	SIGNIFICANT
Dr.20398.1.A1_x_at	-0.326743800765119	7.8735451625773	-9.27772474143934	0.000165247855359476	0.0352322544356636	1.66200433152864	ENSDARG00000030514	acsl1a	SIGNIFICANT
Dr.16728.1.A1_at	0.679892542460232	6.62284529980258	9.27232732822798	0.00016573918736364	0.0352322544356636	1.65917546743791	ENSDARG00000059775	slc32a1	SIGNIFICANT
Dr.11567.1.S1_at	0.842839843689865	6.91659314610957	9.2637341196708	0.000166524986008134	0.0352322544356636	1.65466742559976	ENSDARG00000102394	ap1g1	SIGNIFICANT
Dr.12878.1.S1_at	0.621142776723488	6.5396203180364	9.25880877138317	0.000166977355688591	0.0352322544356636	1.65208122587742	ENSDARG00000099455	ogt.2	SIGNIFICANT
Dr.7123.1.A1_at	-0.366771169818683	6.95230417776317	-9.23990401750525	0.000168727140232098	0.0352322544356636	1.64213888848503	ENSDARG00000023578	lpp	SIGNIFICANT
Dr.14827.1.A1_at	-0.685655154910376	8.57754364480663	-9.1884444776713	0.000173600468637068	0.0352322544356636	1.61494758216652	ENSDARG00000061004	cox11	SIGNIFICANT
Dr.22788.1.A1_at	0.357208446956233	7.89044354903652	9.16091625415094	0.000176275345678369	0.0352322544356636	1.60032442076277	ENSDARG00000040991	cttnbp2	SIGNIFICANT
Dr.9682.1.A1_at	-1.68088117394694	4.35738979726578	-9.12597610048906	0.000179740546385166	0.0352322544356636	1.58168599339551	ENSDARG00000069381	si:ch211-125e6.5	SIGNIFICANT
Dr.23861.1.A1_at	0.783784213588845	8.70019906982847	9.08726036776264	0.000183674153062431	0.0352322544356636	1.56093102143294	ENSDARG00000014101	pyroxd2	SIGNIFICANT
Dr.3328.2.S1_a_at	-0.43726121932831	8.1684346081649	-9.08717391521016	0.000183683049432542	0.0352322544356636	1.5608845543142	ENSDARG00000038566	gnptg	SIGNIFICANT
DrAffx.2.70.A1_s_at	-0.34257253259651	11.1835054171642	-9.07311491009724	0.000185136550756055	0.0352322544356636	1.55332082174205	ENSDARG00000070545	top1l	SIGNIFICANT
Dr.2921.1.A1_at	0.95394611711905	6.3596606543854	9.03155565080593	0.000189512922746502	0.0352322544356636	1.53087801327207	ENSDARG00000004173	copa	SIGNIFICANT
Dr.5274.1.S1_at	-0.308048916655213	10.2943499118877	-9.00697305412225	0.000192158814653675	0.0352322544356636	1.51754359742713	ENSDARG00000042534	rsrc2	SIGNIFICANT
Dr.4412.18.A1_at	-0.586740848151318	6.65246908153439	-8.98873179071115	0.000194150263383453	0.0352322544356636	1.50762028509111	ID_NOT_FOUND	GENE_NAME_NOT_FOUND	SIGNIFICANT
Dr.7744.1.S1_at	0.668799203544392	4.88789924190379	8.97958244279589	0.000195158254536329	0.0352322544356636	1.50263378959509	ENSDARG00000015922	zgc:153952	SIGNIFICANT
Dr.20020.1.S1_at	0.430842071385758	5.18289505363132	8.97618427846833	0.00019553419896842	0.0352322544356636	1.50078018147894	ENSDARG00000058203	smc1al	SIGNIFICANT
Dr.16489.1.A1_at	-0.622613144317611	7.06401149525015	-8.94581466938657	0.000198932113973201	0.0353014078614263	1.48417648801827	ENSDARG00000018411	mknk1	SIGNIFICANT
Dr.17792.1.S1_at	-0.769287826429932	7.2425888915628	-8.91777865594549	0.000202130697488731	0.0353336526714629	1.46878791781066	ENSDARG00000086269	ndst2a	SIGNIFICANT
Dr.16674.1.S1_at	0.422957225635854	8.68296227543672	8.85137569338712	0.000209950732548781	0.0359897766150493	1.43210611407195	ENSDARG00000026701	gtf2h1	SIGNIFICANT
Dr.13976.1.A1_at	-0.354489596250723	7.94568925071896	-8.81990756646231	0.000213780505352368	0.0359897766150493	1.41460689474139	ENSDARG00000074490	casc4	SIGNIFICANT
Dr.12916.1.A1_at	-0.490468505549486	5.92986684728786	-8.80919594976183	0.000215102831544864	0.0359897766150493	1.40863313295199	ID_NOT_FOUND	GENE_NAME_NOT_FOUND	SIGNIFICANT
Dr.10742.2.S1_a_at	-0.403414458424871	7.86300037074391	-8.7841566228472	0.000218231557598527	0.0359989859520274	1.3946349332382	ENSDARG00000102937	hspbp1	SIGNIFICANT
Dr.23570.1.A1_at	0.624446624338527	4.10520326203649	8.74708652995628	0.000222962305294796	0.0362685349946202	1.37382308757423	ENSDARG00000031126	notum1a	SIGNIFICANT
Dr.12138.1.S1_at	0.364588221137877	6.06024156072451	8.6911474826647	0.00023033114845661	0.036953950831833	1.3422179347178	ENSDARG00000103155	ext1a	SIGNIFICANT
Dr.26486.1.S1_at	-0.915521750865766	5.87260945378159	-8.61751623705858	0.00024047134066579	0.0372267020284481	1.30024663192193	ENSDARG00000025187	six6a	SIGNIFICANT
Dr.13582.1.A1_at	-0.417186676414451	9.12659379067665	-8.57470812513667	0.000246607625042675	0.0372267020284481	1.27564976684513	ENSDARG00000005590	mtf2	SIGNIFICANT
Dr.17354.1.S1_at	-0.675983329516133	9.26202821702622	-8.56223927207689	0.000248429420888795	0.0372267020284481	1.26845814042323	ENSDARG00000090568	mrpl52	SIGNIFICANT
Dr.578.2.S1_a_at	-0.455960523969096	7.20606393119763	-8.5535170824604	0.000249713198984644	0.0372267020284481	1.26342013973516	ENSDARG00000039117	tefa	SIGNIFICANT
Dr.12878.1.S1_x_at	0.51763583508594	6.84687658568457	8.54376781128306	0.000251157381014469	0.0372267020284481	1.25778173732267	ENSDARG00000099455	ogt.2	SIGNIFICANT
Dr.26515.1.S1_at	0.567402382667139	8.47591388953146	8.53003982619858	0.000253207604542117	0.0372267020284481	1.2498294578456	ENSDARG00000093406	zgc:111986	SIGNIFICANT
Dr.16578.1.A1_at	-0.577564680350548	7.94282721768764	-8.52290614381157	0.000254280751560438	0.0372267020284481	1.24569116130482	ENSDARG00000036903	irak1bp1	SIGNIFICANT
Dr.18401.1.S1_x_at	0.843353010515664	6.35484291776056	8.49697342153583	0.000258227171813574	0.0373377362503775	1.23061314120097	ENSDARG00000046127	tk2	SIGNIFICANT
Dr.25404.1.S1_at	0.759025286874165	7.53019178958043	8.45783352281783	0.000264320502819277	0.0374964011829467	1.20775385471859	ENSDARG00000052348	smarca5	SIGNIFICANT
Dr.14834.1.A1_at	-0.367810958174034	9.21604595377918	-8.43266939571793	0.000268327273178884	0.0374964011829467	1.19299168193146	ENSDARG00000043177	lsm1	SIGNIFICANT
Dr.5286.1.S1_at	0.426132982569977	5.20193825497047	8.42892776830153	0.000268929106844905	0.0374964011829467	1.19079232777163	ENSDARG00000059806	sacm1lb	SIGNIFICANT
Dr.1149.1.A1_a_at	0.601342359639962	12.9051956035087	8.39150731380567	0.0002750361347719	0.0375051092527364	1.16873367197972	ENSDARG00000036162	hnrnpa0b	SIGNIFICANT
Dr.13051.1.A1_at	-0.598754928321314	7.74886153245617	-8.38758872210197	0.000275685019625704	0.0375051092527364	1.16641712857602	ID_NOT_FOUND	GENE_NAME_NOT_FOUND	SIGNIFICANT
Dr.18269.1.A1_at	0.384134327536431	7.9051322032424	8.37012738189407	0.000278598403772888	0.0375051092527364	1.15607927487144	ID_NOT_FOUND	GENE_NAME_NOT_FOUND	SIGNIFICANT
Dr.21693.1.A1_at	-0.493342007782729	7.05632452197971	-8.3120347313206	0.000288554561676513	0.0383388466821889	1.12150546981601	ENSDARG00000102171	fnip1	SIGNIFICANT
Dr.8752.1.A1_a_at	-0.527478112024206	9.68603491447608	-8.29608432475349	0.000291360897586843	0.0383388466821889	1.1119637641485	ENSDARG00000003872	ccdc102a	SIGNIFICANT
Dr.10434.1.S1_at	1.24388354534936	6.88519117500282	8.27782972709832	0.000294612039053706	0.0383388466821889	1.1010177078142	ENSDARG00000004782	fgfr3	SIGNIFICANT
Dr.3076.2.S1_at	0.428846757595043	5.25458862728099	8.19565907140372	0.000309784237842482	0.0389978113144005	1.05140002956047	ENSDARG00000012073	kif15	SIGNIFICANT
AFFX-BioC-3_at	-0.305062353952787	8.35471749386918	-8.1827293611395	0.000312254243913814	0.0389978113144005	1.04354076827735	ID_NOT_FOUND	GENE_NAME_NOT_FOUND	SIGNIFICANT
Dr.19893.1.S1_at	0.608649986726086	8.47977029212533	8.18210623487707	0.000312373864357163	0.0389978113144005	1.04316164604981	ENSDARG00000018492	znf503	SIGNIFICANT
Dr.12517.1.A1_at	0.372017883834604	9.14702240335412	8.17887652270151	0.000312994728787026	0.0389978113144005	1.04119609789637	ENSDARG00000012141	papolg	SIGNIFICANT
Dr.111.1.A1_at	-0.391910179383301	5.47570629380089	-8.15612757927414	0.000317409132565954	0.0391315343222364	1.02732636045001	ENSDARG00000054304	homeza	SIGNIFICANT
Dr.4673.1.A1_at	0.798399391409983	4.76964062312706	8.11038699496747	0.000326508108573568	0.0395622755366178	0.999305209045059	ENSDARG00000059553	sympk	SIGNIFICANT
Dr.9363.1.A1_at	-0.306541661584652	10.278839559908	-8.10470876898399	0.000327658873552931	0.0395622755366178	0.995814152857222	ID_NOT_FOUND	GENE_NAME_NOT_FOUND	SIGNIFICANT
Dr.15383.1.A1_at	-0.455740150065092	7.60623484800114	-8.06109011906644	0.000336659201391225	0.0398329274924289	0.968904062522417	ENSDARG00000075798	usp38	SIGNIFICANT
Dr.10113.1.S1_at	-0.360041487875106	9.93684471781545	-8.03177777643828	0.000342870598785646	0.0398329274924289	0.950727500488432	ENSDARG00000069920	cox17	SIGNIFICANT
Dr.14866.1.A1_at	-0.509356387166439	6.7357736164829	-8.0296209496245	0.00034333292457298	0.0398329274924289	0.949387100337949	ENSDARG00000023766	gnsa	SIGNIFICANT
Dr.24323.1.S1_at	-0.304298748436279	8.41740365552587	-8.02882100132259	0.000343504583054586	0.0398329274924289	0.948889854461787	ENSDARG00000040021	ebag9	SIGNIFICANT
Dr.11588.1.S1_at	0.374836405972481	9.44826904558475	8.01123123128457	0.000347304684293536	0.0398787496318225	0.937941976993575	ENSDARG00000017960	sfxn2	SIGNIFICANT
Dr.13963.2.A1_at	0.997868170760919	5.47094433791886	7.99210678002852	0.000351492419259597	0.0399677593628	0.926008194629485	ID_NOT_FOUND	GENE_NAME_NOT_FOUND	SIGNIFICANT
Dr.7209.1.S1_at	-0.347465006271313	8.14253857252013	-7.96954223207676	0.000356509835123512	0.0401484922016016	0.911886466839784	ENSDARG00000016138	nme6	SIGNIFICANT
Dr.9753.2.A1_at	-0.984605362895281	5.44124269237366	-7.95421099734425	0.000359966806481433	0.040151726071529	0.902266016839147	ID_NOT_FOUND	GENE_NAME_NOT_FOUND	SIGNIFICANT
Dr.17393.1.A1_at	-0.626375360347125	7.79028884525749	-7.9131610207956	0.000369418267254814	0.0402382528968021	0.87640443393105	ENSDARG00000001734	fkbp8	SIGNIFICANT
Dr.5450.1.S1_at	0.323824813196255	10.8459102142407	7.90796732891386	0.000370634697408644	0.0402382528968021	0.873121724276877	ID_NOT_FOUND	GENE_NAME_NOT_FOUND	SIGNIFICANT
Dr.18401.1.S1_at	0.815875526571598	6.55913731605653	7.89763095038292	0.000373069615051016	0.0402382528968021	0.866581386444404	ENSDARG00000046127	tk2	SIGNIFICANT
Dr.2855.2.S1_at	0.777515255730324	4.91517357939364	7.89165839235606	0.000374485106365388	0.0402382528968021	0.862797905305366	ENSDARG00000076318	atp6v1ab	SIGNIFICANT
Dr.18071.2.A1_at	-0.405937417073324	6.6547501310731	-7.86791166772095	0.000380175709401635	0.0404783446228359	0.847723308338504	ENSDARG00000035954	tdp2b	SIGNIFICANT
Dr.7525.1.A1_at	0.443776865758746	11.0519950404329	7.84178489325189	0.00038655418447625	0.04078669016744	0.831079331334951	ENSDARG00000012274	eif4e1c	SIGNIFICANT
Dr.25404.2.A1_at	0.740583783063193	8.39541767985524	7.81752516945537	0.000392589443419282	0.0410536389404163	0.815569622066147	ENSDARG00000052348	smarca5	SIGNIFICANT
Dr.5335.1.S1_at	0.773371178556805	5.76744857815807	7.78268086842186	0.000401452277708494	0.0415253771312876	0.793199624108277	ENSDARG00000005774	ddx3b	SIGNIFICANT
Dr.17275.1.A1_at	0.269292100638821	9.1169573786073	7.77208213838826	0.000404194494606876	0.0415253771312876	0.786373325356843	ENSDARG00000061411	nelfa	SIGNIFICANT
Dr.10224.1.S1_at	-0.562363574425265	8.17234234793841	-7.75020284278381	0.000409925090243073	0.0415253771312876	0.77224909673115	ENSDARG00000030448	sppl2	SIGNIFICANT
Dr.9723.1.A1_at	0.279722182972088	7.6255912089121	7.74507177045841	0.000411282765303054	0.0415253771312876	0.768930371617842	ENSDARG00000101413	dusp7	SIGNIFICANT
Dr.17611.1.A1_at	0.341024925486449	5.24869850742624	7.71774873575193	0.000418601777019459	0.0417031901897042	0.75121735067342	ENSDARG00000107790	CABZ01066578.1	SIGNIFICANT
Dr.26403.2.S1_at	0.676161917865325	9.00896977528477	7.70659888963743	0.000421632263686623	0.0417031901897042	0.743969339730434	ENSDARG00000103316	si:ch211-212k18.5	SIGNIFICANT
Dr.2330.1.A1_at	-0.588741678712522	5.96569300138233	-7.67821107183058	0.000429464753864358	0.0417031901897042	0.725463762394021	ENSDARG00000007396	rnd3b	SIGNIFICANT
Dr.12134.4.A1_at	0.666308405028068	3.50305649009647	7.67555740905407	0.000430205603009259	0.0417031901897042	0.723730059126297	ENSDARG00000102902	strn4	SIGNIFICANT
Dr.8108.1.S1_at	0.24841081082344	9.46749465782671	7.67326248274886	0.000430847507936663	0.0417031901897042	0.722230199272864	ENSDARG00000007369	tcf7l1b	SIGNIFICANT
Dr.4544.1.S1_at	0.76970953873427	5.92536896281552	7.653641988494	0.000436381536991875	0.0417852147888504	0.709387113437035	ENSDARG00000057738	hells	SIGNIFICANT
Dr.4833.5.A1_at	-0.513448140045861	6.23730663506992	-7.64505262761364	0.00043883038072307	0.0417852147888504	0.703753429913277	ID_NOT_FOUND	GENE_NAME_NOT_FOUND	SIGNIFICANT
Dr.2241.1.S1_at	-0.277506374766123	9.48179606339176	-7.60452583258221	0.000450604104236186	0.0425602844259211	0.677079038013266	ENSDARG00000043209	nsun5	SIGNIFICANT
Dr.15595.1.S1_at	-0.301999489519356	9.92653945530582	-7.56378215188323	0.000462815620695579	0.0432435709508582	0.650105943457762	ENSDARG00000105575	si:dkey-6n21.12	SIGNIFICANT
Dr.20789.1.A1_at	-0.671740416344973	10.9703251064547	-7.5558990385469	0.000465222843221323	0.0432435709508582	0.644869020025735	ENSDARG00000052842	ppifb	SIGNIFICANT
Dr.3085.2.S1_at	0.535667695345001	4.88699265558802	7.50544499828069	0.000480981731973063	0.0442933311597926	0.611211084747798	ENSDARG00000069242	pdia5	SIGNIFICANT
Dr.19144.1.A1_at	0.529347532600442	8.69124022742565	7.48226443541408	0.000488431089653251	0.0442933311597926	0.595665589463019	ENSDARG00000010085	p4ha2	SIGNIFICANT
Dr.4823.1.S1_at	0.330954314039776	12.0677263510172	7.4727096575613	0.000491540901970284	0.0442933311597926	0.589242852980925	ENSDARG00000060004	fzd7a	SIGNIFICANT
Dr.6328.1.A1_at	-0.459344921358414	6.28182997303107	-7.46372551240753	0.000494486158957648	0.0442933311597926	0.583195661474398	ENSDARG00000036179	myo1ea	SIGNIFICANT
Dr.22195.1.A1_at	-0.258614627681818	7.4632885997537	-7.43943099103833	0.000502554665549195	0.0442933311597926	0.566804011862955	ENSDARG00000079350	znf654	SIGNIFICANT
Dr.12459.1.A1_at	0.596770315074965	9.42129674531224	7.43917542361394	0.000502640358343022	0.0442933311597926	0.566631274988415	ENSDARG00000079516	cisd1	SIGNIFICANT
Dr.14914.1.A1_at	0.398684441657788	6.39279013965714	7.42175979655934	0.000508520403265421	0.0442933311597926	0.554845176118333	ENSDARG00000104508	slc10a7	SIGNIFICANT
AFFX-BioC-5_at	-0.319646350891007	7.95783330215419	-7.42170442902825	0.000508539225043905	0.0442933311597926	0.554807658852525	ID_NOT_FOUND	GENE_NAME_NOT_FOUND	SIGNIFICANT
Dr.6183.1.A1_at	-0.598562201407775	5.11012417693186	-7.41563701266279	0.000510606748869522	0.0442933311597926	0.550694542913011	ENSDARG00000030106	stmn4	SIGNIFICANT
Dr.10492.2.A1_at	0.729603213983527	4.44855699719615	7.39142872634087	0.000518954495258712	0.0442933311597926	0.534247917098758	ID_NOT_FOUND	GENE_NAME_NOT_FOUND	SIGNIFICANT
Dr.16124.1.S1_at	0.357757464744303	8.970655828023	7.38030872687715	0.000522842495233486	0.0442933311597926	0.526673989653708	ENSDARG00000098080	gnl2	SIGNIFICANT
Dr.16130.1.S1_at	1.35685628452532	10.0317966422869	7.378840439234	0.000523358412154429	0.0442933311597926	0.525673019872427	ENSDARG00000024278	adh8b	SIGNIFICANT
Dr.25284.1.A1_at	0.334277402688757	12.9738009477787	7.37225201357501	0.000525680757446309	0.0442933311597926	0.521178913015521	ENSDARG00000104889	kpnb1	SIGNIFICANT
Dr.17837.1.S1_at	-0.318647939423644	10.2100255189456	-7.33010995727559	0.000540823999088398	0.0443673155037121	0.49233177287679	ENSDARG00000015292	ube2g1a	SIGNIFICANT
Dr.15872.1.A1_at	0.439505222868619	7.47651513265502	7.32618858342985	0.000542258890671267	0.0443673155037121	0.489638583913515	ENSDARG00000026630	mark3b	SIGNIFICANT
Dr.8203.1.S1_at	-0.404566918035379	8.53877173282068	-7.32133480860385	0.000544041137698646	0.0443673155037121	0.48630291351598	ENSDARG00000043865	timm9	SIGNIFICANT
Dr.15595.2.S1_at	-0.288617830389345	3.6834243343258	-7.31863169869572	0.000545036658695909	0.0443673155037121	0.484444236209307	ID_NOT_FOUND	GENE_NAME_NOT_FOUND	SIGNIFICANT
Dr.782.1.S1_at	0.389865341947726	11.7825928251322	7.31737616511278	0.000545499780783345	0.0443673155037121	0.483580675885258	ENSDARG00000005551	hnrnph1l	SIGNIFICANT
Dr.5766.1.S1_at	0.666531158661723	5.48279274544131	7.29935626736487	0.000552197692016148	0.044602340475125	0.471169268699365	ENSDARG00000027112	ephb4b	SIGNIFICANT
Dr.25591.1.A1_at	0.284604073267546	9.08196093323209	7.27398138733474	0.00056179331113932	0.0450665976716693	0.453637169232391	ENSDARG00000070150	jtb	SIGNIFICANT
Dr.23594.1.A1_at	0.264893242141944	8.15447074356346	7.23072369953418	0.000578605040049618	0.0460994709459941	0.423600702416358	ID_NOT_FOUND	GENE_NAME_NOT_FOUND	SIGNIFICANT
